country,totalCases,date
Isle of Man,13401,2021/12/23
New Zealand,13366,2021/12/17
Isle of Man,13364,2021/12/22
Saint Lucia,13357,2021/12/28
Saint Lucia,13319,2021/12/27
New Zealand,13317,2021/12/16
South Sudan,13309,2021/12/17
South Sudan,13309,2021/12/18
South Sudan,13309,2021/12/19
Saint Lucia,13302,2021/12/26
Saint Lucia,13275,2021/12/25
Isle of Man,13258,2021/12/21
Saint Lucia,13248,2021/12/24
New Zealand,13238,2021/12/15
Saint Lucia,13225,2021/12/23
Saint Lucia,13209,2021/12/22
Saint Lucia,13177,2021/12/21
Saint Lucia,13166,2021/12/20
Isle of Man,13154,2021/12/20
Saint Lucia,13149,2021/12/19
Saint Lucia,13136,2021/12/17
Saint Lucia,13136,2021/12/18
Saint Lucia,13127,2021/12/16
Saint Lucia,13115,2021/12/15
Isle of Man,13097,2021/12/19
South Sudan,13049,2021/12/16
Isle of Man,13037,2021/12/18
Isle of Man,12974,2021/12/17
South Sudan,12969,2021/12/15
Isle of Man,12895,2021/12/16
New Caledonia,12826,2021/12/29
Isle of Man,12812,2021/12/15
New Caledonia,12717,2021/12/27
New Caledonia,12717,2021/12/28
New Caledonia,12701,2021/12/23
New Caledonia,12701,2021/12/24
New Caledonia,12701,2021/12/25
New Caledonia,12701,2021/12/26
New Caledonia,12670,2021/12/22
New Caledonia,12655,2021/12/21
New Caledonia,12638,2021/12/20
Hong Kong,12618,2021/12/29
Hong Kong,12604,2021/12/28
Hong Kong,12598,2021/12/27
Hong Kong,12589,2021/12/26
New Caledonia,12581,2021/12/17
New Caledonia,12581,2021/12/18
New Caledonia,12581,2021/12/19
Hong Kong,12580,2021/12/25
New Caledonia,12557,2021/12/16
Hong Kong,12555,2021/12/24
Hong Kong,12550,2021/12/23
Hong Kong,12548,2021/12/22
Hong Kong,12541,2021/12/21
Hong Kong,12533,2021/12/20
Hong Kong,12526,2021/12/19
New Caledonia,12525,2021/12/15
Hong Kong,12518,2021/12/18
Hong Kong,12513,2021/12/17
Hong Kong,12506,2021/12/16
Hong Kong,12496,2021/12/15
Central African Republic,12163,2021/12/27
Central African Republic,12163,2021/12/28
Central African Republic,12163,2021/12/29
Central African Republic,11961,2021/12/15
Central African Republic,11961,2021/12/16
Central African Republic,11961,2021/12/17
Central African Republic,11961,2021/12/18
Central African Republic,11961,2021/12/19
Central African Republic,11961,2021/12/20
Central African Republic,11961,2021/12/21
Central African Republic,11961,2021/12/22
Central African Republic,11961,2021/12/23
Central African Republic,11961,2021/12/24
Central African Republic,11961,2021/12/25
Central African Republic,11961,2021/12/26
Gambia,10136,2021/12/27
Gambia,10136,2021/12/28
Gambia,10136,2021/12/29
Yemen,10125,2021/12/29
Yemen,10123,2021/12/28
Yemen,10118,2021/12/27
Yemen,10115,2021/12/26
Yemen,10111,2021/12/25
Yemen,10109,2021/12/24
Yemen,10105,2021/12/23
Yemen,10103,2021/12/21
Yemen,10103,2021/12/22
Yemen,10102,2021/12/20
Yemen,10101,2021/12/19
Yemen,10097,2021/12/18
Yemen,10092,2021/12/17
Gambia,10087,2021/12/23
Gambia,10087,2021/12/24
Gambia,10087,2021/12/25
Gambia,10087,2021/12/26
Yemen,10086,2021/12/16
Yemen,10081,2021/12/15
Gambia,10078,2021/12/21
Gambia,10078,2021/12/22
Gambia,10051,2021/12/17
Gambia,10051,2021/12/18
Gambia,10051,2021/12/19
Gambia,10051,2021/12/20
Gambia,10045,2021/12/15
Gambia,10045,2021/12/16
Gibraltar,8421,2021/12/29
Cayman Islands,8386,2021/12/23
Cayman Islands,8386,2021/12/24
Cayman Islands,8386,2021/12/25
Cayman Islands,8386,2021/12/26
Cayman Islands,8386,2021/12/27
Cayman Islands,8386,2021/12/28
Cayman Islands,8386,2021/12/29
Gibraltar,8297,2021/12/28
Cayman Islands,8245,2021/12/21
Cayman Islands,8245,2021/12/22
Gibraltar,8220,2021/12/27
Gibraltar,8142,2021/12/25
Gibraltar,8142,2021/12/26
Cayman Islands,8097,2021/12/17
Cayman Islands,8097,2021/12/18
Cayman Islands,8097,2021/12/19
Cayman Islands,8097,2021/12/20
Gibraltar,8084,2021/12/24
Cayman Islands,8036,2021/12/16
Gibraltar,8014,2021/12/23
Cayman Islands,8007,2021/12/15
Gibraltar,7954,2021/12/22
Eritrea,7948,2021/12/29
Eritrea,7931,2021/12/28
Gibraltar,7902,2021/12/21
Eritrea,7902,2021/12/27
Eritrea,7886,2021/12/26
Eritrea,7873,2021/12/25
Eritrea,7853,2021/12/24
Gibraltar,7843,2021/12/20
Eritrea,7829,2021/12/23
Gibraltar,7822,2021/12/19
Eritrea,7817,2021/12/22
San Marino,7808,2021/12/29
Eritrea,7807,2021/12/21
Eritrea,7779,2021/12/20
Gibraltar,7778,2021/12/18
Eritrea,7763,2021/12/19
Eritrea,7753,2021/12/18
Eritrea,7731,2021/12/17
Gibraltar,7730,2021/12/17
Eritrea,7713,2021/12/16
Eritrea,7686,2021/12/15
Gibraltar,7683,2021/12/16
San Marino,7657,2021/12/28
San Marino,7656,2021/12/27
Gibraltar,7629,2021/12/15
San Marino,7526,2021/12/24
San Marino,7526,2021/12/25
San Marino,7526,2021/12/26
San Marino,7447,2021/12/23
San Marino,7351,2021/12/22
Niger,7307,2021/12/28
Niger,7307,2021/12/29
Niger,7289,2021/12/27
Niger,7271,2021/12/26
Niger,7268,2021/12/25
Niger,7263,2021/12/24
Niger,7242,2021/12/23
Niger,7237,2021/12/22
Niger,7214,2021/12/20
Niger,7214,2021/12/21
Niger,7199,2021/12/18
Niger,7199,2021/12/19
Niger,7185,2021/12/16
Niger,7185,2021/12/17
Niger,7176,2021/12/15
San Marino,7160,2021/12/20
San Marino,7160,2021/12/21
San Marino,7007,2021/12/17
San Marino,7007,2021/12/18
San Marino,7007,2021/12/19
San Marino,6915,2021/12/16
Sierra Leone,6891,2021/12/29
Sierra Leone,6819,2021/12/28
San Marino,6807,2021/12/15
Sierra Leone,6779,2021/12/27
Sierra Leone,6744,2021/12/26
Sierra Leone,6706,2021/12/25
Sierra Leone,6659,2021/12/24
Sierra Leone,6610,2021/12/23
Sierra Leone,6573,2021/12/22
Dominica,6559,2021/12/27
Dominica,6559,2021/12/28
Dominica,6559,2021/12/29
Sierra Leone,6525,2021/12/21
Dominica,6520,2021/12/22
Dominica,6520,2021/12/23
Dominica,6520,2021/12/24
Dominica,6520,2021/12/25
Dominica,6520,2021/12/26
Sierra Leone,6510,2021/12/20
Sierra Leone,6505,2021/12/19
Guinea-Bissau,6476,2021/12/29
Guinea-Bissau,6474,2021/12/28
Sierra Leone,6471,2021/12/18
Guinea-Bissau,6466,2021/12/26
Guinea-Bissau,6466,2021/12/27
Guinea-Bissau,6462,2021/12/24
Guinea-Bissau,6462,2021/12/25
Guinea-Bissau,6458,2021/12/21
Guinea-Bissau,6458,2021/12/22
Guinea-Bissau,6458,2021/12/23
Guinea-Bissau,6456,2021/12/18
Guinea-Bissau,6456,2021/12/19
Guinea-Bissau,6456,2021/12/20
Guinea-Bissau,6455,2021/12/16
Guinea-Bissau,6455,2021/12/17
Guinea-Bissau,6452,2021/12/15
Sierra Leone,6452,2021/12/17
Sierra Leone,6434,2021/12/15
Sierra Leone,6434,2021/12/16
Dominica,6430,2021/12/20
Dominica,6430,2021/12/21
Dominica,6286,2021/12/15
Dominica,6286,2021/12/16
Dominica,6286,2021/12/17
Dominica,6286,2021/12/18
Dominica,6286,2021/12/19
Liberia,6278,2021/12/29
Liberia,6228,2021/12/27
Liberia,6228,2021/12/28
Liechtenstein,6131,2021/12/29
Bermuda,6064,2021/12/28
Bermuda,6064,2021/12/29
Liechtenstein,6059,2021/12/28
Comoros,6043,2021/12/29
Bermuda,6014,2021/12/23
Bermuda,6014,2021/12/24
Bermuda,6014,2021/12/25
Bermuda,6014,2021/12/26
Bermuda,6014,2021/12/27
Grenada,6009,2021/12/29
Grenada,5968,2021/12/28
Grenada,5961,2021/12/27
Grenada,5956,2021/12/25
Grenada,5956,2021/12/26
Liechtenstein,5954,2021/12/27
Grenada,5948,2021/12/23
Grenada,5948,2021/12/24
Liechtenstein,5934,2021/12/26
Grenada,5933,2021/12/22
Liberia,5929,2021/12/21
Liberia,5929,2021/12/22
Liberia,5929,2021/12/23
Liberia,5929,2021/12/24
Liberia,5929,2021/12/25
Liberia,5929,2021/12/26
Grenada,5921,2021/12/21
Grenada,5920,2021/12/20
Grenada,5919,2021/12/17
Grenada,5919,2021/12/18
Grenada,5919,2021/12/19
Bermuda,5917,2021/12/20
Bermuda,5917,2021/12/21
Bermuda,5917,2021/12/22
Liberia,5916,2021/12/20
Grenada,5915,2021/12/15
Grenada,5915,2021/12/16
Liechtenstein,5896,2021/12/23
Liechtenstein,5896,2021/12/24
Liechtenstein,5896,2021/12/25
Comoros,5867,2021/12/28
Liechtenstein,5852,2021/12/22
Saint Vincent and the Grenadines,5850,2021/12/29
Liberia,5844,2021/12/15
Liberia,5844,2021/12/16
Liberia,5844,2021/12/17
Liberia,5844,2021/12/18
Liberia,5844,2021/12/19
Saint Vincent and the Grenadines,5843,2021/12/28
Saint Vincent and the Grenadines,5828,2021/12/24
Saint Vincent and the Grenadines,5828,2021/12/25
Saint Vincent and the Grenadines,5828,2021/12/26
Saint Vincent and the Grenadines,5828,2021/12/27
Liechtenstein,5824,2021/12/21
Bermuda,5815,2021/12/16
Bermuda,5815,2021/12/17
Bermuda,5815,2021/12/18
Bermuda,5815,2021/12/19
Saint Vincent and the Grenadines,5810,2021/12/22
Saint Vincent and the Grenadines,5810,2021/12/23
Bermuda,5784,2021/12/15
Saint Vincent and the Grenadines,5784,2021/12/21
Saint Vincent and the Grenadines,5758,2021/12/17
Saint Vincent and the Grenadines,5758,2021/12/18
Saint Vincent and the Grenadines,5758,2021/12/19
Saint Vincent and the Grenadines,5758,2021/12/20
Comoros,5729,2021/12/27
Saint Vincent and the Grenadines,5723,2021/12/15
Saint Vincent and the Grenadines,5723,2021/12/16
Chad,5703,2021/12/15
Chad,5703,2021/12/16
Chad,5703,2021/12/17
Chad,5703,2021/12/18
Chad,5703,2021/12/19
Chad,5703,2021/12/20
Liechtenstein,5703,2021/12/20
Chad,5703,2021/12/21
Chad,5703,2021/12/22
Chad,5703,2021/12/23
Chad,5703,2021/12/24
Chad,5703,2021/12/25
Chad,5703,2021/12/26
Chad,5703,2021/12/27
Chad,5703,2021/12/28
Chad,5703,2021/12/29
Liechtenstein,5661,2021/12/19
Liechtenstein,5647,2021/12/17
Liechtenstein,5647,2021/12/18
Comoros,5603,2021/12/26
Liechtenstein,5593,2021/12/16
Liechtenstein,5552,2021/12/15
Faeroe Islands,5548,2021/12/29
Comoros,5479,2021/12/25
Comoros,5336,2021/12/24
Faeroe Islands,5261,2021/12/27
Faeroe Islands,5261,2021/12/28
Faeroe Islands,5149,2021/12/26
Faeroe Islands,5145,2021/12/25
Comoros,5123,2021/12/23
Faeroe Islands,5115,2021/12/24
Faeroe Islands,5039,2021/12/23
Monaco,4985,2021/12/29
Comoros,4952,2021/12/22
Faeroe Islands,4892,2021/12/22
Monaco,4889,2021/12/28
Monaco,4809,2021/12/27
Faeroe Islands,4792,2021/12/21
Monaco,4766,2021/12/26
Monaco,4750,2021/12/25
Faeroe Islands,4735,2021/12/19
Faeroe Islands,4735,2021/12/20
Comoros,4677,2021/12/20
Comoros,4677,2021/12/21
Monaco,4670,2021/12/24
Comoros,4649,2021/12/18
Comoros,4649,2021/12/19
Faeroe Islands,4639,2021/12/17
Faeroe Islands,4639,2021/12/18
Comoros,4606,2021/12/17
Monaco,4606,2021/12/23
Comoros,4589,2021/12/16
Comoros,4576,2021/12/15
Monaco,4485,2021/12/21
Monaco,4485,2021/12/22
Faeroe Islands,4477,2021/12/15
Faeroe Islands,4477,2021/12/16
Monaco,4406,2021/12/19
Monaco,4406,2021/12/20
Monaco,4386,2021/12/18
Monaco,4339,2021/12/17
Antigua and Barbuda,4259,2021/12/27
Antigua and Barbuda,4259,2021/12/28
Antigua and Barbuda,4259,2021/12/29
Antigua and Barbuda,4236,2021/12/25
Antigua and Barbuda,4236,2021/12/26
Antigua and Barbuda,4216,2021/12/23
Antigua and Barbuda,4216,2021/12/24
Antigua and Barbuda,4205,2021/12/22
Antigua and Barbuda,4201,2021/12/21
Antigua and Barbuda,4198,2021/12/18
Antigua and Barbuda,4198,2021/12/19
Antigua and Barbuda,4198,2021/12/20
Antigua and Barbuda,4186,2021/12/17
Antigua and Barbuda,4178,2021/12/16
Antigua and Barbuda,4177,2021/12/15
Monaco,4114,2021/12/15
Monaco,4114,2021/12/16
Sao Tome and Principe,3819,2021/12/29
Sao Tome and Principe,3790,2021/12/28
Sao Tome and Principe,3759,2021/12/27
Sao Tome and Principe,3758,2021/12/26
Sao Tome and Principe,3755,2021/12/25
Sao Tome and Principe,3744,2021/12/24
Sao Tome and Principe,3741,2021/12/23
Sao Tome and Principe,3737,2021/12/22
Sao Tome and Principe,3736,2021/12/21
Sao Tome and Principe,3735,2021/12/16
Sao Tome and Principe,3735,2021/12/17
Sao Tome and Principe,3735,2021/12/18
Sao Tome and Principe,3735,2021/12/19
Sao Tome and Principe,3735,2021/12/20
Sao Tome and Principe,3733,2021/12/15
Bonaire Sint Eustatius and Saba,3336,2021/12/29
Bonaire Sint Eustatius and Saba,3304,2021/12/28
Bonaire Sint Eustatius and Saba,3288,2021/12/27
Turks and Caicos Islands,3283,2021/12/28
Turks and Caicos Islands,3283,2021/12/29
Bonaire Sint Eustatius and Saba,3277,2021/12/26
Turks and Caicos Islands,3276,2021/12/27
Bonaire Sint Eustatius and Saba,3272,2021/12/25
Bonaire Sint Eustatius and Saba,3254,2021/12/24
Bonaire Sint Eustatius and Saba,3245,2021/12/23
Bonaire Sint Eustatius and Saba,3236,2021/12/22
Turks and Caicos Islands,3235,2021/12/25
Turks and Caicos Islands,3235,2021/12/26
Turks and Caicos Islands,3219,2021/12/24
Bonaire Sint Eustatius and Saba,3218,2021/12/21
Bonaire Sint Eustatius and Saba,3213,2021/12/20
Turks and Caicos Islands,3208,2021/12/23
Bonaire Sint Eustatius and Saba,3204,2021/12/19
Bonaire Sint Eustatius and Saba,3193,2021/12/18
Bonaire Sint Eustatius and Saba,3179,2021/12/17
Turks and Caicos Islands,3178,2021/12/22
Bonaire Sint Eustatius and Saba,3175,2021/12/16
Turks and Caicos Islands,3172,2021/12/20
Turks and Caicos Islands,3172,2021/12/21
Turks and Caicos Islands,3163,2021/12/18
Turks and Caicos Islands,3163,2021/12/19
Bonaire Sint Eustatius and Saba,3162,2021/12/15
Turks and Caicos Islands,3158,2021/12/17
Turks and Caicos Islands,3151,2021/12/15
Turks and Caicos Islands,3151,2021/12/16
British Virgin Islands,3071,2021/12/27
British Virgin Islands,3071,2021/12/28
British Virgin Islands,3071,2021/12/29
British Virgin Islands,3016,2021/12/23
British Virgin Islands,3016,2021/12/24
British Virgin Islands,3016,2021/12/25
British Virgin Islands,3016,2021/12/26
Saint Kitts and Nevis,2918,2021/12/29
British Virgin Islands,2886,2021/12/16
British Virgin Islands,2886,2021/12/17
British Virgin Islands,2886,2021/12/18
British Virgin Islands,2886,2021/12/19
British Virgin Islands,2886,2021/12/20
British Virgin Islands,2886,2021/12/21
British Virgin Islands,2886,2021/12/22
Saint Kitts and Nevis,2877,2021/12/28
Saint Kitts and Nevis,2848,2021/12/27
Saint Kitts and Nevis,2843,2021/12/26
British Virgin Islands,2842,2021/12/15
Saint Kitts and Nevis,2836,2021/12/25
Saint Kitts and Nevis,2822,2021/12/24
Saint Kitts and Nevis,2815,2021/12/22
Saint Kitts and Nevis,2815,2021/12/23
Saint Kitts and Nevis,2809,2021/12/21
Saint Kitts and Nevis,2808,2021/12/20
Saint Kitts and Nevis,2801,2021/12/17
Saint Kitts and Nevis,2801,2021/12/18
Saint Kitts and Nevis,2801,2021/12/19
Saint Kitts and Nevis,2798,2021/12/16
Saint Kitts and Nevis,2797,2021/12/15
Bhutan,2660,2021/12/26
Bhutan,2660,2021/12/27
Bhutan,2660,2021/12/28
Bhutan,2660,2021/12/29
Bhutan,2659,2021/12/22
Bhutan,2659,2021/12/23
Bhutan,2659,2021/12/24
Bhutan,2659,2021/12/25
Bhutan,2658,2021/12/21
Bhutan,2657,2021/12/19
Bhutan,2657,2021/12/20
Bhutan,2656,2021/12/17
Bhutan,2656,2021/12/18
Bhutan,2652,2021/12/15
Bhutan,2652,2021/12/16
Greenland,2437,2021/12/28
Greenland,2437,2021/12/29
Greenland,2306,2021/12/27
Greenland,2249,2021/12/23
Greenland,2249,2021/12/24
Greenland,2249,2021/12/25
Greenland,2249,2021/12/26
Greenland,2182,2021/12/22
Greenland,1969,2021/12/17
Greenland,1969,2021/12/18
Greenland,1969,2021/12/19
Greenland,1969,2021/12/20
Greenland,1969,2021/12/21
Greenland,1937,2021/12/16
Greenland,1917,2021/12/15
Anguilla,1674,2021/12/28
Anguilla,1674,2021/12/29
Anguilla,1646,2021/12/24
Anguilla,1646,2021/12/25
Anguilla,1646,2021/12/26
Anguilla,1646,2021/12/27
Anguilla,1629,2021/12/20
Anguilla,1629,2021/12/21
Anguilla,1629,2021/12/22
Anguilla,1629,2021/12/23
Anguilla,1592,2021/12/15
Anguilla,1592,2021/12/16
Anguilla,1592,2021/12/17
Anguilla,1592,2021/12/18
Anguilla,1592,2021/12/19
International,721,2021/12/15
International,721,2021/12/16
International,721,2021/12/17
International,721,2021/12/18
International,721,2021/12/19
International,721,2021/12/20
International,721,2021/12/21
International,721,2021/12/22
International,721,2021/12/23
International,721,2021/12/24
International,721,2021/12/25
International,721,2021/12/26
International,721,2021/12/27
International,721,2021/12/28
International,721,2021/12/29
Wallis and Futuna,454,2021/12/15
Wallis and Futuna,454,2021/12/16
Wallis and Futuna,454,2021/12/17
Wallis and Futuna,454,2021/12/18
Wallis and Futuna,454,2021/12/19
Wallis and Futuna,454,2021/12/20
Wallis and Futuna,454,2021/12/21
Wallis and Futuna,454,2021/12/22
Wallis and Futuna,454,2021/12/23
Wallis and Futuna,454,2021/12/24
Wallis and Futuna,454,2021/12/25
Wallis and Futuna,454,2021/12/26
Wallis and Futuna,454,2021/12/27
Wallis and Futuna,454,2021/12/28
Wallis and Futuna,454,2021/12/29
Saint Pierre and Miquelon,98,2021/12/24
Saint Pierre and Miquelon,98,2021/12/25
Saint Pierre and Miquelon,98,2021/12/26
Saint Pierre and Miquelon,98,2021/12/27
Saint Pierre and Miquelon,98,2021/12/28
Saint Pierre and Miquelon,98,2021/12/29
Saint Pierre and Miquelon,96,2021/12/15
Saint Pierre and Miquelon,96,2021/12/16
Saint Pierre and Miquelon,96,2021/12/17
Saint Pierre and Miquelon,96,2021/12/18
Saint Pierre and Miquelon,96,2021/12/19
Saint Pierre and Miquelon,96,2021/12/20
Saint Pierre and Miquelon,96,2021/12/21
Saint Pierre and Miquelon,96,2021/12/22
Saint Pierre and Miquelon,96,2021/12/23
Falkland Islands,83,2021/12/15
Falkland Islands,83,2021/12/16
Falkland Islands,83,2021/12/17
Falkland Islands,83,2021/12/18
Falkland Islands,83,2021/12/19
Falkland Islands,83,2021/12/20
Falkland Islands,83,2021/12/21
Falkland Islands,83,2021/12/22
Falkland Islands,83,2021/12/23
Falkland Islands,83,2021/12/24
Falkland Islands,83,2021/12/25
Falkland Islands,83,2021/12/26
Falkland Islands,83,2021/12/27
Falkland Islands,83,2021/12/28
Falkland Islands,83,2021/12/29
Macao,78,2021/12/27
Macao,78,2021/12/28
Macao,78,2021/12/29
Macao,77,2021/12/15
Macao,77,2021/12/16
Macao,77,2021/12/17
Macao,77,2021/12/18
Macao,77,2021/12/19
Macao,77,2021/12/20
Macao,77,2021/12/21
Macao,77,2021/12/22
Macao,77,2021/12/23
Macao,77,2021/12/24
Macao,77,2021/12/25
Macao,77,2021/12/26
Montserrat,45,2021/12/20
Montserrat,45,2021/12/21
Montserrat,45,2021/12/22
Montserrat,45,2021/12/23
Montserrat,45,2021/12/24
Montserrat,45,2021/12/25
Montserrat,45,2021/12/26
Montserrat,45,2021/12/27
Montserrat,45,2021/12/28
Montserrat,45,2021/12/29
Montserrat,44,2021/12/15
Montserrat,44,2021/12/16
Montserrat,44,2021/12/17
Montserrat,44,2021/12/18
Montserrat,44,2021/12/19
Vatican,27,2021/12/15
Vatican,27,2021/12/16
Vatican,27,2021/12/17
Vatican,27,2021/12/18
Vatican,27,2021/12/19
Vatican,27,2021/12/20
Vatican,27,2021/12/21
Vatican,27,2021/12/22
Vatican,27,2021/12/23
Vatican,27,2021/12/24
Vatican,27,2021/12/25
Vatican,27,2021/12/26
Vatican,27,2021/12/27
Vatican,27,2021/12/28
Vatican,27,2021/12/29
Solomon Islands,24,2021/12/29
Solomon Islands,22,2021/12/27
Solomon Islands,22,2021/12/28
Solomon Islands,20,2021/12/15
Solomon Islands,20,2021/12/16
Solomon Islands,20,2021/12/17
Solomon Islands,20,2021/12/18
Solomon Islands,20,2021/12/19
Solomon Islands,20,2021/12/20
Solomon Islands,20,2021/12/21
Solomon Islands,20,2021/12/22
Solomon Islands,20,2021/12/23
Solomon Islands,20,2021/12/24
Solomon Islands,20,2021/12/25
Solomon Islands,20,2021/12/26
Palau,8,2021/12/15
Palau,8,2021/12/16
Palau,8,2021/12/17
Palau,8,2021/12/18
Palau,8,2021/12/19
Palau,8,2021/12/20
Palau,8,2021/12/21
Palau,8,2021/12/22
Palau,8,2021/12/23
Palau,8,2021/12/24
Palau,8,2021/12/25
Palau,8,2021/12/26
Palau,8,2021/12/27
Palau,8,2021/12/28
Palau,8,2021/12/29
Vanuatu,7,2021/12/15
Vanuatu,7,2021/12/16
Vanuatu,7,2021/12/17
Vanuatu,7,2021/12/18
Vanuatu,7,2021/12/19
Vanuatu,7,2021/12/20
Vanuatu,7,2021/12/21
Vanuatu,7,2021/12/22
Vanuatu,7,2021/12/23
Vanuatu,7,2021/12/24
Vanuatu,7,2021/12/25
Vanuatu,7,2021/12/26
Vanuatu,7,2021/12/27
Vanuatu,7,2021/12/28
Vanuatu,7,2021/12/29
Marshall Islands,4,2021/12/15
Saint Helena,4,2021/12/15
Marshall Islands,4,2021/12/16
Saint Helena,4,2021/12/16
Marshall Islands,4,2021/12/17
Saint Helena,4,2021/12/17
Marshall Islands,4,2021/12/18
Saint Helena,4,2021/12/18
Marshall Islands,4,2021/12/19
Saint Helena,4,2021/12/19
Marshall Islands,4,2021/12/20
Saint Helena,4,2021/12/20
Marshall Islands,4,2021/12/21
Saint Helena,4,2021/12/21
Marshall Islands,4,2021/12/22
Saint Helena,4,2021/12/22
Marshall Islands,4,2021/12/23
Saint Helena,4,2021/12/23
Marshall Islands,4,2021/12/24
Saint Helena,4,2021/12/24
Marshall Islands,4,2021/12/25
Saint Helena,4,2021/12/25
Marshall Islands,4,2021/12/26
Saint Helena,4,2021/12/26
Marshall Islands,4,2021/12/27
Saint Helena,4,2021/12/27
Marshall Islands,4,2021/12/28
Saint Helena,4,2021/12/28
Marshall Islands,4,2021/12/29
Saint Helena,4,2021/12/29
Samoa,3,2021/12/15
Samoa,3,2021/12/16
Samoa,3,2021/12/17
Samoa,3,2021/12/18
Samoa,3,2021/12/19
Samoa,3,2021/12/20
Samoa,3,2021/12/21
Samoa,3,2021/12/22
Samoa,3,2021/12/23
Samoa,3,2021/12/24
Samoa,3,2021/12/25
Samoa,3,2021/12/26
Samoa,3,2021/12/27
Samoa,3,2021/12/28
Samoa,3,2021/12/29
Cook Islands,2,2021/12/15
Kiribati,2,2021/12/15
Cook Islands,2,2021/12/16
Kiribati,2,2021/12/16
Cook Islands,2,2021/12/17
Kiribati,2,2021/12/17
Cook Islands,2,2021/12/18
Kiribati,2,2021/12/18
Cook Islands,2,2021/12/19
Kiribati,2,2021/12/19
Cook Islands,2,2021/12/20
Kiribati,2,2021/12/20
Cook Islands,2,2021/12/21
Kiribati,2,2021/12/21
Cook Islands,2,2021/12/22
Kiribati,2,2021/12/22
Cook Islands,2,2021/12/23
Kiribati,2,2021/12/23
Cook Islands,2,2021/12/24
Kiribati,2,2021/12/24
Cook Islands,2,2021/12/25
Kiribati,2,2021/12/25
Cook Islands,2,2021/12/26
Kiribati,2,2021/12/26
Cook Islands,2,2021/12/27
Kiribati,2,2021/12/27
Cook Islands,2,2021/12/28
Kiribati,2,2021/12/28
Cook Islands,2,2021/12/29
Kiribati,2,2021/12/29
Micronesia (country),1,2021/12/15
Tonga,1,2021/12/15
Micronesia (country),1,2021/12/16
Tonga,1,2021/12/16
Micronesia (country),1,2021/12/17
Tonga,1,2021/12/17
Micronesia (country),1,2021/12/18
Tonga,1,2021/12/18
Micronesia (country),1,2021/12/19
Tonga,1,2021/12/19
Micronesia (country),1,2021/12/20
Tonga,1,2021/12/20
Micronesia (country),1,2021/12/21
Tonga,1,2021/12/21
Micronesia (country),1,2021/12/22
Tonga,1,2021/12/22
Micronesia (country),1,2021/12/23
Tonga,1,2021/12/23
Micronesia (country),1,2021/12/24
Tonga,1,2021/12/24
Micronesia (country),1,2021/12/25
Tonga,1,2021/12/25
Micronesia (country),1,2021/12/26
Tonga,1,2021/12/26
Micronesia (country),1,2021/12/27
Tonga,1,2021/12/27
Micronesia (country),1,2021/12/28
Tonga,1,2021/12/28
Micronesia (country),1,2021/12/29
Tonga,1,2021/12/29
